ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
DP0988663,2008,2009,Variational Plasticity Models and Algorithms for Frictional Geomaterials ,"Classical rate-independent elastoplasticity has proved to be a remarkably versatile modelling paradigm for a wide variety of engineering materials. However, there still appears to be some fundamental obstacles to devising rigorous and reliable constitutive models and numerical algorithms for frictional materials such as soil using the concepts originally developed for metal plasticity.
This project aims, first, to establish the variational framework for frictional plasticity and, next, to fully exploit its advantages on all levels of the modelling process, from the formulation of constitutive models on the material point level to the solution of boundary value problems of practical interest in geotechnical engineering and related fields.",The University of Newcastle,A/Prof AV Lyamin; Dr K Krabbenhoft,NSW
DP0988907,2008,2009,Fires of pesticides: New source of polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/F) in the environment,"Australia experiences high deposition rates of carcinogenic polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/F), well in excess of recognised sources of PCDD/F.  This project aims to investigate whether burning of some widely used agricultural pesticides, especially in fires, can account for the observed discrepancy between the emission and deposition fluxes of PCDD/F.  We intend to undertake a comprehensive and detailed study of decomposition mechanisms of chlorinated herbicides and insecticides into PCDD/F, both from experimental and theoretical perspectives, in conjunction with field measurements.  The results of this project will assist the selection and further development of pesticides suitable for Australian agriculture.",The University of Newcastle,Prof BZ Dlugogorski; Prof EM Kennedy; Prof JC Mackie; Dr MW Radny; Dr M Stockenhuber; Prof MA Delichatsios; Prof G Hadjisophocleous,NSW
FL0992039,2008,2009,Failure Analysis of Geotechnical Infrastructure,"AIMS: To develop new methods and software for predicting the failure of civil infrastructure such as tunnels, roads, ports and foundations. 
SIGNIFICANCE: Australia will spend around 200 billion dollars over the next five years on built infrastructure. This project will formulate new methods and computer programs to underpin the geotechnical design of this infrastructure. Emphasis will be placed on of soil-structure interaction analysis involving three-dimensional geometries, complex ground conditions, and cyclic loading, where current procedures are inadequate. 
EXPECTED OUTCOMES: International leadership in computational methods for designing cheaper and safer infrastructure, supported by scientific publications and software.",The University of Newcastle,Prof SW Sloan,NSW
FT0990651,2008,2009,Advanced model-based control for ultra-fast and ultra-high-precision nanoscale positioning ,"This research program will combine basic fundamental and applied research to develop high performance controllers for ultra-fast nanoscale imaging and manipulation systems with ultra-high resolutions. The ability to control matter with sub-nanometer precision is crucial to future progress in nanotechnology. The fundamental focus in this research program will be to develop new and innovative controller design methodologies to address open problems in this field. The research will result in ultra-fast atomic force microscopes capable of generating high-resolution real-time 3D videos, and extremely fast and highly-accurate automated nanoscale automation systems. ",The University of Newcastle,Prof SO Moheimani,NSW
FT0991128,2008,2009,Prediction of tissue fate and functional outcome in acute ischemic stroke with advanced imaging analysis - experimental validation and translational studies,"This is a parallel, integrated program of animal and human stroke imaging research projects; aiming to develop the definitive acute stroke perfusion imaging algorithm to predict stroke outcome (final stroke size and disability). The program also will further develop a unique animal stroke imaging model to allow more rigorous testing of acute treatments thought to reduce stroke size in experimental models. Dr Parsons' group is in the perfect position to undertake such studies, being a cohesive research group with the unique combination of imaging, experimental stroke and clinical expertise, there is no similar program in place elsewhere in the world.",The University of Newcastle,Dr MW Parsons,NSW
FT0991231,2008,2009,"In Her Place: state intervention and Indigenous domestic service in Australia and the United States, 1880-1945","From the late nineteenth century to the Second World War governments around Australia enacted and carried out policies involving the forcible placement and control of Indigenous girls and women in domestic service. Such state interventions had a major impact on race and gender relations but their significance for the shaping of the twentieth century nation is little understood. Offering a transnational analysis that compares the Aboriginal with the Native American experience of state intervention in domestic service, this project illuminates not only our national past, but also the deeper significance of Indigenous women's place in the history of settler colonial nations.",The University of Newcastle,Dr V Haskins,NSW
FT0991309,2008,2009,"Complex and nonlinear pattern analysis in architectural space, form and program: developing computational tools to support social and cultural design.","The built environment represents a significant cultural and social investment in Australia's future. While architects have access to extensive IT systems to optimise their designs to respond to building codes, environmental conditions and structural stability, there are very few systems available to architects to assess the social and cultural potential of their designs.
Advanced computer technology developed for the robotics industry provides a previously unavailable tool for understanding buildings. This research uses the proposed Future Fellow's unique skills in architectural theory and design, machine learning and computational analysis, to develop a new model for understanding complex social and cultural patterns in architecture.",The University of Newcastle,Prof MJ Ostwald,NSW
LP0989386,2008,2009,Reducing alcohol misuse: The efficacy of a comprehensive accreditation intervention in community sports clubs,"Sport plays a significant role in strengthening the physical and social well-being of Australians. As in many countries, the conduct of sport in Australia and the sale and excessive consumption of alcohol are inextricably linked. The study involves a cluster controlled trial of a comprehensive accreditation intervention to reduce excessive alcohol consumption by sports club members. The project will be conducted with community sports clubs in rural/regional areas. Each club will receive the intervention over two years to support the club modify its policies and practices. Measurement of the level of alcohol consumption by club members will occur in the first and fourth years of the study.",The University of Newcastle,A/Prof J Wiggers; Prof RG Room; Dr P McElduff; Mr BC Rowland; Dr JL Mallick; A/Prof C Bell; Dr L Wolfenden; Mr MJ Livingston; Ms KE Gillham,NSW
LP0989459,2008,2009,Building sound ecological restoration strategies for endangered amphibians,"We aim to secure the persistence of a viable population of an endangered frog in the context of a large urban rehabilitation project. Ecological and restoration theory places emphasis on two processes that control population dynamics, the role of habitat patches and the arrangement of patches in the landscape. Superimposed over these and impacting on population viability is the role of introduced threatening processes. Amphibians face an extinction crisis globally caused by the emergence and dispersal of a fungal pathogen. This project integrates investigations in population ecology, dynamics and genetics, and disease ecology to produce solutions within a habitat management context.",The University of Newcastle,Dr MJ Mahony; Dr J Clulow; Dr A Ward; Prof SC Donnellan,NSW
LP0989636,2008,2009,Application of Water Based Fractionation in the Assessment of Metallurgical Coal,"The anecdotal view among Australian coal producers is that the organic liquids used to prepare samples for assessing metallurgical coal properties can have major negative impacts on the results. This study seeks to establish a new water-based method for fractionating particles and hence an alternative method for producing the clean coal composite samples. The study also seeks to quantify the precise effects of the heavy organic liquids on the coal carbonisation properties, and determine the underlying mechanism of any observed effect. This work will in turn be used to build the case for replacing the heavy organic liquids used in the industry, which are also known to pose health and environmental problems.",The University of Newcastle,Prof KP Galvin,NSW
LP0989757,2008,2009,Power Control and Scheduling for Cellular Communications,"The aim of this project is to investigate the application of recent developments in Networked Control Systems (NCS), to power control and scheduling in cellular communications. Applications to current technologies (WCDMA) and proposed future technologies e.g. Long Term Evolution (LTE) will be addressed. Also, multiple antenna technologies will be considered. Key issues to be addressed include: estimation of signal to interference ratios, estimation of channel characteristics, impact of delays in control loops, quantization and coding of both channel characteristics and control increments. Emphasis will be placed on the impact of slow and multipath fading.  Expected outcomes include improved quality of service and increased system capacity.",The University of Newcastle,Prof GC Goodwin; Dr JC Aguero Vasquez; Dr JA De Dona; Dr MM Seron; Dr L Brus; Dr T Wigren; Dr S Craig,NSW
LP0989965,2008,2009,Barriers for cost - effective rock fall hazard mitigation.,"This project aims to develop new designs for engineered barriers to protect valuable infrastructure, such as roads and railways, from rock fall hazards. These designs will be based on advanced laboratory testing of barrier components and assemblies, field testing on full-scale barriers, and sophisticated numerical modelling with nonlinear constitutive laws and large deformations. The project is significant since it addresses are major practical problem that affects transport infrastructure worldwide. Expected outcomes include an improved understanding of barrier performance under rock fall loading and the development of more cost-effective design rules which are safe but not unduly conservative.",The University of Newcastle,A/Prof SG Fityus; Prof SW Sloan; Prof JP Carter; Dr OP Buzzi; Prof GE Giani; Mr HG Buys,NSW
LP0990068,2008,2009,Effective Implementation of Pedagogical Reform,"Improving the quality of school teaching through the professional development of teachers is a national and global concern echoed with growing urgency in a vast array of political and educational circles. The aims of this study are to test the extent to which high quality implementation can make a substantial difference in changing teachers' understanding, teaching practice and student outcomes. Projected outcomes include making a significant national and international contribution to educational research in relation to global issues of teacher learning and improvement in pedagogy, and providing vital information for the Parramatta Catholic Education Office as it endeavours to enhance teaching and learning in its schools.
",The University of Newcastle,Prof JM Gore; Dr WA Amosa; Dr A Bracken,NSW
LP0990414,2008,2009,Development and evaluation of novel strategies to enhance Internet-based weight loss and weight maintenance programs,"Obesity is at epidemic proportions and affects over 7 million Australians with an estimated economic cost of $4 billion. Online weight management programs have the potential to be a cost effective and widely accessible. However, effectiveness is largely undetermined and there has been no research to date to establish which online program features enhance weight loss outcomes. This proposal will be the first to provide evidence about the effectiveness of treating overweight and obese people via the internet. Specifically, features of online weight management, such as personalised feedback on diary entries and website use, will be evaluated.",The University of Newcastle,A/Prof CE Collins; A/Prof PJ Morgan; A/Prof R Callister,NSW
LP0990739,2008,2009,Using Mathematics to Maximize the Efficiency of Shared Infrastructure in Australia's Coal Export Supply Chain,"Increasing worldwide demand for coal has lead to increasing export volumes, putting stress on the complex supply chain required to get coal from pit to port. New mathematical models of the coal supply chain will be developed, based on mathematical optimization and simulation techniques. The scale and complexity of the problems demand new methods be devised; this project will extend the state-of-the-art to ensure the rapid and accurate solution of models.  The results will assist logistics planners to assess new infrastructure options, to manage variability, and to maximize efficiency in the operation of the supply chain.",The University of Newcastle,Prof NL Boland; Dr PS Welgama; Dr AT Ernst; Prof MW Savelsbergh,NSW
LP0991656,2008,2009,Attitudes and Behaviours in Consumer Spaces: Quantifying the Benefits of a Sustainable Retail Environment,"In recent years, retail design and development practices have sought to embrace the principles of ecological sustainability but convincing visitors, shoppers and tenants that this change is a positive one has been more problematic. 
Bovis Lend Lease, one of the world's largest project management and construction companies, is proposing a ground-breaking analysis of user attitudes and patterns of behaviour within sustainable retail environments. The purpose of this research, a world first in its scope, is to begin to quantify the benefits of investing in a more ecologically sustainable future for Australia's retail sector.
",The University of Newcastle,Prof MJ Ostwald; A/Prof AP Williams; Mr GJ Brewer; Dr LF Gul,NSW
LP0992172,2008,2009,Development of a High Capacity Steep Angle Belt Conveying System,"This project will develop a step change in technology for continuous bulk materials transportation in the mining industry.  The approach is to develop a high capacity special belt conveying system capable of conveying run-of-mine ore at steep angles in deep open-pit mining operations, thus eliminating the dependency on haulage trucks.  This is an important step towards the goal of fully automated mining operations, with the added benefit of greatly improved environmental control.  The successful outcomes of this project will not only meet these objectives, but lead to significant cost savings, providing substantial benefits to Australia's largest export sectors.",The University of Newcastle,Dr CA Wheeler; Em/Prof AW Roberts; Prof MG Jones; Dr CM Wensrich; Dr A Katterfeld,NSW
DP0877258,2007,2008,Iterative coding for next generation networks,"Packet-based communication networks, from the Internet to mobile phone networks, carry increasing amounts of delay-critical and multicast traffic generated by applications such as Internet telephony and real-time streaming video.  Retransmission requests and the associated end-to-end delay of traditional Internet protocols are significant hurdles to the wider adoption of packet networks for delay-critical and multicast traffic.  This project aims to enhance the reliability and performance packet networks by designing new iterative error correction codes and joint network/channel codes, rendering retransmission requests unnecessary.  Project outcomes will be new technologies to underpin next generation packet networks.
",The University of Newcastle,Dr SJ Johnson; Dr CM Kellett,NSW
DP0878089,2007,2008,"Climate change, place and community: An ethnographic study of the Hunter Valley, New South Wales","This project will investigate the lived experience of climate change and global warming among residents of the Hunter Valley, New South Wales. Using a study approach that takes a region-wide view, the project analyses how knowledge of climate change is understood and acted upon in different local communities and groups. The research will highlight the development of social, behavioural and ethical responses to the threat of climate change by people in Hunter localities. It will complement available scientific information, contributing to theories of community, place and environmental change, as well as to socially sustainable solutions at the local level. ",The University of Newcastle,Prof LH Connor; A/Prof GA Albrecht; A/Prof NH Higginbotham,NSW
DP0878093,2007,2008,Veteran Culture and the Military Memoirs of the Revolutionary and Napoleonic Wars,"This study looks at one of the principal ways in which veterans of the Revolutionary and Napoleonic Wars publicly remembered and celebrated those wars. It does so by analysing how war memoirs shaped contemporary perceptions and understanding of the wars, and established a place in the French political landscape. War memoirs have not been the subject of a study of this kind before. Expected outcomes include a significant conceptual advance in the understanding of European cultural, social, and political history. The project will result in the organisation of an international symposium, refereed articles in international journals, and the publication of a scholarly monograph.",The University of Newcastle,Dr PG Dwyer,NSW
DP0878347,2007,2008,Stochastic Modelling of Structural Facade Damage and Occupant Safety Risks Due to Explosive Blast Loading,"Terrorist or military induced explosive blast events can cause devastating damage and casualties to built infrastructure, particularly building facades. The project will develop stochastic models to predict the likelihood and extent of property damage, safety hazards and casualties to new and existing buildings and their occupants. A quantitative assessment of risks will allow the effectiveness of blast mitigation measures to be assessed to provide cost-effective levels of protection. Improved collateral damage estimation of risks from delivery of military ordnance allows damage and injuries to nearby civilians to be minimised.",The University of Newcastle,Prof MG Stewart,NSW
DP0878355,2007,2008,Cellular signals controlling oocyte activation,"Female oocytes in primordial follicles remain quiescent until recruited into the growing pool throughout the reproductive years. How oocytes are maintained undamaged in long term storage and eventually selected for activation remain elusive aspects of biology.  This research will characterise both cellular and molecular mechanisms responsible for control of primordial follicle activation and inform strategies for the manipulation of oocyte development with significant applications in domestic animal husbandry, feral animal population control, conservation of endangered species and infertility in women. ",The University of Newcastle,Dr EA McLaughlin; Dr DL Russell; Dr RL Robker,NSW
DP0878430,2007,2008,Quantification of the influence of bacteria and elevated nutrient levels on the corrosion of structural steels in seawaters,"This project will clarify how and at what stages bacteria are involved in the corrosion of structural steels. It will quantify the relationship between the availability of nutrients in seawater, the rate of bacterial activity and the resulting corrosion loss and depth of pitting. Nutrient pollution of seawater is an increasing environmental issue and this project will indicate the importance of such pollution in the corrosion of mild and structural steels. This is very important for the long-term durability of physical infrastructure, including containment and transport systems, pipelines, ships and nuclear waste systems. ",The University of Newcastle,Dr R Jeffrey,NSW
DP0878623,2007,2008,Unsaturated soil mechanics and risk assessment  for mine waste management,"Soil covers are used to rehabilitate mine sites and to reduce acid mine drainage from mine wastes. These systems are expected to perform for hundreds or even thousands years. However, their long-term performance is difficult to assess without modelling. Current modelling practice does not consider various uncertainties in the simulation. This project aims to develop a probabilistic numerical model to tackle the complex problem of coupled moisture, heat and oxygen flows in unsaturated soils under stochastic soil and climatic conditions. The numerical tool will play a significant role in the design of cost-effective cover systems and in risk assessment of mine waste management facilities. ",The University of Newcastle,A/Prof D Sheng; Prof JP Carter,NSW
DP0878636,2007,2008,Pile and penetrometer analysis using computational contact mechanics,"The project aims to develop robust and fast numerical algorithms for modelling deep penetration problems in geomechanics. These will improve our understanding of the installation effects on the behaviour of displacement piles and the mechanisms of various penetration tests in geotechnical engineering. The numerical algorithms developed will allow for the effects of large deformation, frictional contact, mesh distortion, coupled deformation and flow of pore fluids, large stiffness variation, crack propagation, and dynamic and impact loading. Moreover, they will be robust and efficient, avoiding the need for time-consuming and costly trial-and-error simulations.",The University of Newcastle,A/Prof D Sheng; Prof SW Sloan,NSW
DP0878706,2007,2008,Isaac Newton's Temple of Solomon and his analysis of sacred architecture: An interpretation and discussion of Babson Manuscript 0434 ,"Babson Manuscript 0434 on Solomon's temple was written by Isaac Newton in c1680. It is written in four languages; English, Latin, Greek and Hebrew. The project aims are: (1) to examine the sources of the manuscript (2) analyse how the manuscript compares or contrasts to the wealth of literature of Solomon's temple (3) to examine Newton's work on the ancient measurements (4) undertake a graphical computational analysis of Newton's reconstruction and place it into an architectural context (5) to place Babson MS 0434 into context in the search for the origins of architecture of the 17th and 18th century. The outcomes include the first translation and analysis of this significant work and it will be an advance in Newtonian scholarship. ",The University of Newcastle,Dr T Morrison,NSW
DP0878724,2007,2008,Biological pattern generator for control and optimization of locomotion systems,"This proposal investigates the control and optimization problem of engineering locomotion systems in the framework of biological pattern generators which underlay most animal locomotion in real life. The existing biologically inspired controllers are based mostly on heuristic manipulations without theoretical foundation. Their effectiveness is far away from what is ideally expected. This proposal will establish a systematic approach which uncovers the essential mechanism of biological pattern generators and adequately exhibits the advantage of biological knowledge in the design of robust, adaptive, and autonomous human-made artefacts.",The University of Newcastle,Dr Z Chen,NSW
DP0878858,2007,2008,A new kind of dynamics for psychology,"To remain efficient in real-world decisions, people must dynamically monitor and adjust their cognitive processes. Previous research on human dynamics has focused on internal fluctuations, without regard to environmental causes. We aim for a new dynamic research paradigm for psychology, using standard paradigms in which task parameters are dynamically manipulated. Our direct induction of changes in cognitive processes allows for the study of cognitive dynamics and individual differences in cognitive dynamics. Our research also constructs a new type of experimental psychology paradigm: dynamic designs are common, and dynamic analyses are becoming common, but the two are never brought together, even though their combination is natural.",The University of Newcastle,Dr SD Brown; A/Prof M Steyvers,NSW
DP0878873,2007,2008,Process for treatment of fluorine-containing synthetic greenhouse gases,"The aim of this research is to develop a non-destructive process for treatment of fluorine-containing synthetic greenhouse gases (GHG).  Our process is unique, as it does not destroy the GHG, but converts the GHG into a useful compound, which can then be sold.  The project will significantly reduce greenhouse gas emissions, as it will give impetus to capture rather than release these gases into the atmosphere.  The major outcome of the research will be the development of a pilot scale process (0.5 tonne per day), which will form the basis for full-scale commercial development.",The University of Newcastle,Prof EM Kennedy; Prof BZ Dlugogorski; Prof JC Mackie; Prof AA Adesina; Dr H Yu,NSW
DP0878979,2007,2008,Transport phenomena in foam fractionation,"This project aims to extend our understanding of the hydrodynamic and mass transport interactions that underpin the behaviour of foam fractionation. It builds upon expertise gained in froth flotation to quantify the influence of aeration rate and surfactant type on bubble size and drainage rate, which ultimately determine the product recovery rate. The research includes novel NMRI investigations to provide invaluable experimental observations. Coupled with the theoretical analysis, the information will be used to design foam fractionation units to optimise throughput, recovery and selectivity of the process. The technology will be directly applied in the bio and mineral processing fields.",The University of Newcastle,Dr P Stevenson; Prof GM Evans,NSW
DP0879039,2007,2008,"Government, Religion and the Problem of Moral Order in Contemporary Papua New Guinea","This project will analyse the relationship of popular religion to governance in rural areas of PNG. It will focus on changing forms of millenarianism, on the rise of charismatic churches and the decline in cargo cults. Whereas previously rural villagers used cargo cults to resist and reinvent their participation in modernity, today Pentecostal churches provide the pedagogic moral structures in communities where government services have stalled. In many rural areas, schools, medical services, police and courts no longer function and villagers use millenarian forms of Christianity to govern themselves in ways that often contest and undermine the legitimacy of present state institutions.
",The University of Newcastle,Dr A Lattas,NSW
DP0879178,2007,2008,Micro-macro modelling of collapse problems in geomaterials by strain gradient plasticity,"Mining, oil and gas industries are key contributors to the Australian economy. This project will study the collapse of geomaterials, which is fundamentally important because it affects the design of all resource extraction and handling infrastructure. Geomaterials are typically characterised by deformable microstructures and the properties of these microstructures determine their macroscopic collapse behaviour. We aim to develop a novel mathematical model that enables us to gain a proper understanding of this behaviour. The model will be based on microscopic information and will be applicable to a wide range of geostructures such as offshore platforms, mine cuttings, foundations, and tunnels.",The University of Newcastle,Dr J Zhao,NSW
DP0879594,2007,2008,Use of Parallel Inclined Channels to Enhance Foam Drainage in Ion Flotation,"Ion flotation is highly effective in recovering and concentrating specific counter-ions, in precious metals recovery, environmental remediation or even food processing. The counterions selectively associate with surfactant molecules that adsorb onto rising air bubbles. In conventional columns, the process is constrained by unsatisfactory rates of foam drainage. In this study we will investigate a novel approach, utilising parallel inclined channels to significantly increase the effective foam drainage rate. An analytical relationship based on dimensional analysis and existing models will be used to quantify the benefits. The study will also support the training of a PhD student in this area of significance.",The University of Newcastle,Prof KP Galvin; Dr P Stevenson,NSW
DP0880092,2007,2008,Modelling and validating an approach to maximise consistency in research thesis examination,"The standard of higher degree research is pivotal to Australia's research competitiveness and calls for consistent, visible and theoretically informed assessment practice. This study aims to identify optimal assessment criteria and reporting practices that will maximise consistency and meaningfulness of reporting examination outcomes for PhD and Masters theses. The research is unique in the field of educational assessment and will substantially advance the theorising of research examination and determination of thesis quality, as well as contributing significantly to learning theory and make possible the enhancement of supervisor development at this challenging, high stakes level of education.",The University of Newcastle,A/Prof AP Holbrook; Prof SF Bourke,NSW
DP0880351,2007,2008,"Linguistic individuation in the plays of Shakespeare and his peers, 1576-1599","The project will examine the level and nature of authorial individuality in Early Modern English drama before 1600. Drawing on a comprehensive machine-readable corpus of plays of known authorship from this period, and using a variety of computational-stylistics methods, including a new approach to authors' overall vocabulary patterns, it will contribute decisively to the wider question of the nature and extent of individuality in language use. The project will also apply this new understanding, and the rigorous procedures established, to a group of unsolved problems in attribution within the drama of the period.
",The University of Newcastle,Prof H Craig,NSW
DP0880450,2007,2008,Spectral analysis with selective harmonic emphasis,"This project aims at developing novel spectral analysis algorithms, where a significant improvement in the resolution performance at certain user selected frequency regions can be achieved. Such algorithms are in demand in many challenging applications like bio-medical imaging and target localization and tracking. The approach benefits from the celebrated Nevenlinna-Pick interpolation theory in mathematics, the recent developments on input-to-state filtering in system theory, and the modern concepts of model based signal processing. The methodology is nontraditional,  and will add a new dimension to the subject.",The University of Newcastle,Dr K Mahata,NSW
DP0880695,2007,2008,Advancing spatial research by reconstructing Australia's economic geography,"ABS Census data is disseminated according to an administratively-based geography which may not reflect economic behaviour (eg, local labour markets). Subsequent socio-economic analysis may then be misleading due to incorrect spatial aggregation. This Project creates a new spatial unit (Commuting Area) based on commuting patterns to address these issues and provides a robust geography to conduct spatial research on nationally significant socio-economic issues. The outcomes will include various (occupation-based) geographies, new maps (shape files), revised Census-based datasets and case study analysis of the evolving spatial imbalance between housing and jobs using the new geographies. The Project is highly relevant for regional policy.",The University of Newcastle,Prof WF Mitchell; A/Prof MJ Watts,NSW
DP0880994,2007,2008,New process for mineral flotation,"The aim of this project is to investigate new phenomena that have been observed in the flotation of coarse particles in mineral processing. Currently the flotation process has an upper limit of about 100 to 150 µm. It has been found that when flotation is conducted in a fluidized bed of particles, the upper limit can be increased by an order of magnitude. The research will focus on measurement of flotation kinetics in fluidized beds, the characterisation of gas-liquid-solid fluidized and spouted beds, and modelling the capture of particles by bubbles in such beds. A successful outcome will lead to a new industrial process for mineral flotation that will have profound effects on energy and water consumption in the minerals industry.",The University of Newcastle,Prof GJ Jameson,NSW
DP0881154,2007,2008,Passive Control of Dust Emissions from Belt Conveyor Systems,"The high efficiency and throughput of belt conveyor systems have led to their widespread use in many industries, including mining, Australia's largest export sector. Given the increasing demand for Australian minerals and stringent environmental and occupational health and safety standards, the control of dust is a matter of high importance. This project aims to reduce dust emissions from belt conveyors by developing passive dust control technology. Our approach is to integrate granular continuum and computational fluid dynamics models to analyse bulk material and entrained air flow during conveying. This research will lead to significant improvements to belt conveyors, resulting in substantial benefits for our most valued industries.",The University of Newcastle,Em/Prof AW Roberts; Dr CA Wheeler; Dr W McBride,NSW
DP0881195,2007,2008,Force Interactions in Packed and Fluidised Beds at Micro-Scale Operation,"Packed and fluidised beds in microfluidic devices offer the potential of enhanced heat and mass transfer capability at a scale where the process can be closely controlled. However at commercially viable flow rates an excessively high pressure drop is incurred due to the smallness of the particles. This study examines how pressure drop changes when surface forces between both particles and other boundaries become significant. The hypothesis is that below a critical particle size these forces can increase bed voidage and reduce pressure drop. If true, then this knowledge will allow us to increase capacity at minimal energy impost.",The University of Newcastle,Prof GM Evans; Dr E Doroodchi,NSW
DP0881238,2007,2008,Stability of Underground Openings,"AIM: Derive new solutions for predicting the stability of underground openings such as tunnels, galleries, waste repositories, disused mine workings, and sinkholes excavated in soil or rock.
SIGNIFICANCE: Underground openings are built for many mining and civil infrastructure projects, but few rigorous solutions are available for assessing their stability. This project will use advanced computational methods to study two- and three-dimensional cases.
OUTCOMES: New solutions for predicting the stability of underground openings. These solutions will, where possible, be presented as stability charts for use by geotechnical engineers and lead to cheaper and safer designs of underground infrastructure.
",The University of Newcastle,Prof SW Sloan,NSW
DP0881244,2007,2008,"Absolute identification and beyond: A comprehensive, integrated architecture for speeded choice","Absolute identification has fascinated researchers for over 50 years, because of the theoretically challenging and counter-intuitive phenomena that are regularly observed. Recent developments have stressed differences between relative (short-term) and absolute (long-term) processes. We have developed the first model integrating both approaches in a principled manner. Our work has suggested interesting avenues for further experimentation and theoretical development, which we explore here. We propose some experiments that test the model, and others that test general classes of models. We also propose extensions of theory and experiments into fields related to absolute identification (ie, categorisation, confidence, magnitude production).",The University of Newcastle,Dr SD Brown; A/Prof AJ Heathcote,NSW
DP0881247,2007,2008,Novel Neural Interfaces and Instrumentation for Stimulation and Monitoring of Retinal Activation in an Epiretinal Vision Prosthesis,"The single most important component of an implantable neuroprosthesis is its electrode-tissue interface. This is identified as being the principal limiting factor in the realization of a prosthesis for the restoration of vision to the blind.  This proposal  addresses limitations in electrode design, material composition and biological performance through a novel fabrication technique for high-density, biologically-inert electrode arrays. These devices will be used in both stimulation of the neural retina and recording of cortical responses. Outcomes of this study will represent a significant advance in electrode-tissue interface technologies with application in many areas of neuroprosthetics. ",The University of Newcastle,Dr GJ Suaning; Dr SL Cloherty,NSW
DP0881308,2007,2008,Imaging with Neutral Atomic Beams: A Completely New Tool for Nanotechnology,"The aim of this project is to develop a completely new instrument for nanotechnology that employs a beam of neutral helium atoms as the imaging probe. The wave-particle nature of helium atoms makes them a uniquely sensitive, non-perturbing way of mapping delicate soft polymer surfaces with potentially sub-nanometre resolution. This project exploits the recent advances in neutral beam detection that have been made at the University of Newcastle to demonstrate the world's first neutral atom beam imaging system based on a two-dimensional field-ionisation detector and to use this exciting new instrument to study the physics of helium atom microscopy.",The University of Newcastle,A/Prof PC Dastoor; Dr W Allison,NSW
DP0881419,2007,2008,Fault tolerant multisensor feedback control,"This project aims to develop new improved strategies for control system design using multiple sensors. A distinctive feature of our intended approach is to integrate the information provided by the multiple sensors with the feedback control system design. We believe this integrated approach will lead to significant improvements with respect to existing schemes. These improvements will result in designs of multisensor feedback control systems with guaranteed properties such as fault tolerance, stability and robustness. These properties will render such systems much more widely applicable than currently is the case, with important practical implications in many areas including automotive systems, robotics, biological and biomedical systems.",The University of Newcastle,Dr JA De Dona; Dr MM Seron,NSW
DP0881523,2007,2008,Investigations of signals involved in redox-regulation of carbon storage,"ADP-glucose pyrophosphorylase is the key-regulatory enzyme in the pathway of starch synthesis playing a pivotal role in determining starch accumulation and crop yield. Recently, a new redox-based post-translational mechanism has been identified to regulate this enzyme in response to carbon supply and environmental inputs. However, little is known about the underlying signals. Our aim is to elucidate this signalling system and to assess its general importance in plants. Outcomes will contribute new fundamental knowledge about important signalling processes regulating carbon storage in plants, provide high-calibre research training for a post-doctoral fellow as well as fostering productive collaborations.      ",The University of Newcastle,Dr P Geigenberger,NSW
DP0881689,2007,2008,Design of Quantized Feedback for Robust Control Systems,"Modern control systems are mostly implemented digitally. Recent advances see more and more control systems operating over communications networks.  This project aims to develop new design technologies for this type of systems. Unlike some of the recent work in this area where the focus was on purely theoretical issues such as the minimum information rate for feedback control, we will emphasize on practical implementation and robustness of the control design. The expected outcomes include new control design algorithms, simple controller structures, new error protection techniques and specially designed hardware for implementations. These results will make the control theory more applicable to modern industrial control and automation.",The University of Newcastle,Prof M Fu,NSW
LP0882285,2007,2008,The discovery and validation of novel drug classes against parasites with the potential for major economic impacts,"Australian livestock industries are worth $4-5B pa, but internal & external parasites cause substantial production losses due to the diseases they cause. Parasite control relies largely on use of anthelmintics (drugs), but their excessive & uncontrolled use has led to resistance issues. Many treatments are no longer effective. There is an urgent need to develop new compounds. Our interdisciplinary project provides a golden opportunity for chemists and parasitologists to develop new compounds. We have identified which show exceptional parasite killing potential at all stages of development - this could be a world 1st in the development of new anti-parasitic agents, having major biotechnological and commercial outcomes in the future.",The University of Newcastle,A/Prof A McCluskey; Prof RB Gasser; Dr JA Sakoff,NSW
LP0882713,2007,2008,Slag Entrainment and Dispersion in Continuous Slab Casting,BlueScope Steel is experiencing major quality issues due to macro-inclusions in their continuous slab casting products. These inclusions are largely the result of slag entrainment during transfer of molten metal from the ladle to the tundish and then into the mould. Entrainment is particularly a problem during ladle change when the shroud mechanism is raised for safety reasons. This project is focussed on the shroud region and will develop methodologies to reduce slag being carried into the liquid metal stream. The approach will also apply to other parts of the operation where free surface entrainment also occurs.,The University of Newcastle,Prof GM Evans; Mr RJ Serje,NSW
